CDIPT,SGTA,SPEN,UNC119B,GNG11,MAFG,CSF2RB,ANXA11,BOLA2B,HNF1A,SBF1,PKN2,SP3,PCM1,ZNF768,YIPF2,LRRFIP1,EDEM3,EXD3,TAF1D,target
9.93679,6.55449,7.79035,7.970460000000001,12.4436,5.83029,9.82223,8.079260000000001,9.02293,3.76997,6.09721,6.80386,9.8952,5.5738400000000015,5.99488,4.46338,6.32727,8.94158,5.2602699999999984,8.724039999999999,1
10.2339,6.72037,8.16615,8.30926,11.1715,6.85606,10.465,8.58891,9.16681,3.96114,7.0279,8.161489999999999,9.77974,6.5470000000000015,5.80392,4.89965,6.9439,7.944739999999999,5.81944,9.8874,0
9.67147,7.757389999999999,10.1321,8.511460000000001,6.72041,8.40674,11.4255,8.23108,9.40064,4.18989,6.96364,8.306980000000001,7.8334100000000015,7.776289999999999,6.9539399999999985,4.8787,5.7457,7.5627,6.19068,11.0157,0
10.5961,5.97667,9.67245,8.095469999999999,9.77895,6.8406699999999985,11.7211,8.75533,7.9207100000000015,4.12633,7.1978100000000005,9.62033,7.98295,5.48364,5.91977,4.981319999999998,8.94673,9.25207,6.04691,9.74904,0
9.94956,8.06992,9.83529,9.58084,6.971019999999998,8.00435,10.7769,8.6383,9.04782,4.16948,6.95058,8.03245,8.39622,6.74834,6.89012,5.03811,5.9428,8.14958,5.89728,10.7936,0
10.4223,6.63252,8.619769999999999,8.10055,10.0649,6.5417,11.6662,8.5323,8.20357,4.30325,6.6440100000000015,9.84149,8.38797,4.9167,5.6733699999999985,5.1119900000000005,8.77261,9.25698,5.34093,8.7366,0
9.76156,6.34621,6.90343,7.700989999999999,12.0907,5.83645,9.1402,7.6694,8.977,3.4863800000000005,6.25046,6.97067,9.062,4.393680000000002,5.47673,4.31921,7.60575,9.10511,4.991630000000002,9.11272,1
10.3079,6.81843,9.53129,8.34976,9.33969,6.16742,9.96408,8.345080000000001,8.83243,3.7429,7.15295,8.401489999999999,8.632,5.40618,5.67472,4.72,5.75523,9.12138,6.14666,9.21866,0
9.9738,7.40189,9.87068,8.746369999999999,11.583,6.87817,10.0597,8.41925,8.83561,4.23506,8.26415,7.985710000000001,9.88124,5.96788,6.21631,4.95047,8.5377,7.48055,6.0472199999999985,9.50578,0
10.3897,7.04568,9.66113,7.747730000000002,7.73043,5.80577,9.80599,8.60103,9.06586,4.1201,6.91967,9.4295,8.33135,5.32501,5.96917,4.95217,8.15175,8.44935,6.28777,9.0633,0
9.90498,6.8148399999999985,9.52596,8.26352,7.8811399999999985,6.06519,10.9688,8.705739999999999,7.212639999999999,4.39248,7.1360800000000015,7.727289999999999,7.973889999999999,5.26465,5.71231,4.57353,7.599289999999999,9.1821,6.37234,9.58103,0
8.06983,6.41365,7.83167,8.4832,8.79888,6.8811800000000005,9.858,8.90902,8.2088,4.07451,10.0183,8.82265,8.48446,5.93727,5.51535,3.9396,7.1924800000000015,7.59238,5.15324,10.7707,0
10.3144,6.67272,9.62173,8.29786,9.22922,6.642460000000002,11.4208,9.06067,8.00039,4.397469999999998,6.96667,9.8534,7.717110000000001,5.2264300000000015,6.27124,4.87469,9.14817,9.23884,5.99343,9.36202,0
9.52733,6.49814,7.12825,7.7287,12.9082,5.90514,9.23296,7.39739,9.33246,3.74633,6.18601,6.52847,9.20656,4.56578,5.10315,4.06254,7.90297,9.49998,5.01584,8.88601,1
5851.98882440521,2578.6801933033607,7200.83419504412,1340.26303046976,5050.958653124229,1605.2833693082598,863.008540314912,38124.132420203,3136.11789929711,5.04564207292684,15319.9838667657,243.64416140694001,2037.3836146639896,2526.42127225871,709.045469951921,1067.26551409149,11626.4456913549,1360.38168120422,360.960240607517,2582.8454636746696,0
9.98099,6.894260000000001,8.46062,8.68122,6.69425,8.68811,9.98118,7.99553,9.37436,4.0797,6.996580000000002,8.48264,8.743219999999999,6.14356,6.40227,5.4647,8.54664,7.9772,6.339180000000002,9.06467,0
9.82688395364617,7.8939493996552095,6.46633790998305,8.12086985642102,5.62744501225844,8.01058089270264,9.89630351641533,9.849526015260633,9.36054732755669,6.91488863100704,6.78143236683305,7.02040998163212,8.40234023506644,8.96769525326121,6.7774918359112695,5.791134224788411,5.47931002973408,5.85334980246832,6.2846338024333885,10.387561510144101,0
10.1379,6.7494,8.40455,7.639239999999999,10.7943,7.69106,11.1571,7.68987,8.60593,4.08663,6.72301,8.69871,8.48606,5.29646,5.38795,4.39078,8.45022,8.79317,5.4694699999999985,9.812,0
10.3476,6.94083,7.988389999999999,7.76058,10.3046,8.42755,10.8859,8.199580000000001,8.67269,4.21176,6.40211,8.3478,8.83588,5.68214,5.80996,4.5599,8.45752,8.823960000000003,6.15445,9.85685,0
10.7232,7.04692,9.27718,7.999230000000002,8.070139999999999,6.836310000000001,11.4548,8.98603,7.2991,3.96768,7.27423,9.50673,7.285239999999999,4.6405,6.23925,5.64424,9.33972,8.866060000000003,5.70973,9.25712,0
9.45159,5.37207,9.92351,7.36998,7.2608,6.22444,10.956,8.98756,7.67801,5.10733,7.38002,11.1151,9.12527,8.683069999999999,5.97985,3.56558,8.249239999999999,8.31917,5.4269,10.8807,0
10.9189,6.95016,8.06493,8.47668,7.55629,7.07567,11.7403,8.67273,6.9078800000000005,4.25836,5.9779,9.6346,7.42851,4.23515,5.76275,5.18878,9.65917,8.58072,5.5301300000000015,7.93547,0
9.80514,7.370360000000002,7.633960000000001,8.26795,7.95984,8.133560000000001,8.644110000000001,8.32435,9.3351,4.54551,5.83936,7.562189999999998,9.03974,6.3779,6.68952,6.34302,6.679880000000002,7.26911,5.85385,9.21158,0
10.8805405658811,7.96490131126079,7.6809387069477,9.63064117885138,4.75579127489084,7.42389925967301,9.834975427204599,10.645292626130098,6.78016926798041,6.044764472295738,7.154994891342,8.31892398415632,9.48505614310568,9.52505634381235,7.4458634125949406,5.9289045124821,6.98991663606318,5.7572038683645586,6.1562124063567,10.123779745755401,0
10.4892,6.35491,8.98705,8.64227,7.1808,6.6696800000000005,11.7694,8.50539,8.52679,4.23337,6.94508,9.40292,8.48081,5.32143,5.59053,4.69581,8.91274,9.60977,5.45987,9.81808,0
9.78002,7.062189999999998,9.19352,9.9735,8.605210000000001,8.04486,7.749060000000001,8.15071,7.7736800000000015,4.36076,7.46586,8.30064,8.20508,6.21824,6.7820100000000005,4.9366900000000005,5.97876,7.0712100000000015,6.09874,10.5773,0
10.826,6.69712,8.07108,8.56296,7.9085800000000015,6.76022,11.5156,8.80096,6.886660000000001,4.32535,6.73526,9.18656,6.906039999999999,4.68599,6.29755,5.64722,9.19639,8.82189,5.9356,8.0081,0
9.61554,6.98415,8.52968,7.9313699999999985,12.4069,5.99332,9.28521,8.048010000000001,9.20503,3.88218,6.37804,8.57057,8.64166,5.20697,6.08081,4.63323,7.124630000000002,8.963230000000003,5.90418,9.0912,0
10.6769,7.10611,7.56491,7.956,10.3852,9.30869,11.2134,8.5455,8.76014,4.35083,5.89726,7.550610000000002,8.06542,5.84235,6.2774800000000015,4.98935,8.06587,8.487689999999999,5.7629800000000015,8.73754,0
10.043406402939802,7.55569372489912,8.04886896621876,7.339088360289639,8.71530914653405,7.55618217740199,9.18681934041705,10.632668856916,8.6564986708548,6.598609626245231,7.44038599055768,8.41371902956819,7.725683060247119,8.25341813540273,6.70266468847496,5.66882517020349,8.13255901184068,5.99994093606561,6.8760887535824,8.856568357021919,0
10.7204,6.659089999999999,8.38382,8.95652,7.35953,7.0933,11.8999,8.99244,6.87723,4.18649,6.21387,9.32214,7.22735,4.74143,5.90308,5.036569999999998,9.47079,9.00803,5.63382,8.074910000000001,0
10.7439,6.50985,9.48258,8.67262,7.604,6.95483,12.219,9.38064,7.3902,3.9838,8.041210000000001,9.90053,8.198960000000001,5.01585,5.71726,4.16301,9.60217,9.44838,5.95666,9.50699,0
10.198,6.62167,8.428410000000001,8.846860000000003,11.4144,6.8175,10.1758,8.737160000000001,8.95185,3.88081,7.00002,7.878539999999999,9.72916,6.9451399999999985,5.8045800000000005,4.8235,6.742839999999998,8.24708,5.6424,10.0136,0
10.1755,7.30358,7.97284,8.4941,8.58376,8.40001,9.73147,8.53909,9.54086,3.66356,6.9946199999999985,7.22587,8.52292,5.50811,6.74085,5.1538,8.74133,6.94013,5.76918,8.94317,0
10.4694,6.37544,8.56891,8.617980000000001,10.8698,6.52196,11.9779,8.47751,8.53495,4.15393,5.90195,9.63777,8.89334,4.8506300000000016,6.20932,5.21093,8.13557,9.24584,5.6127699999999985,8.81189,0
9.9263,6.556780000000002,7.23995,7.9393600000000015,9.6358,6.59672,10.4189,7.71501,8.47595,4.00145,5.6332,8.4418,8.56746,5.22464,5.44581,4.40512,9.05056,8.81247,5.78746,9.31945,0
9.95472,7.23608,8.82335,8.5945,11.0705,7.5064600000000015,9.92788,8.553519999999999,8.99806,4.23599,8.45282,8.189739999999999,10.0955,6.98693,5.886830000000002,5.21804,7.26283,7.62351,5.62512,10.0668,0
9.91504,6.13434,9.00641,7.99574,11.2567,6.64498,11.1516,8.00035,8.49935,3.93101,6.6775600000000015,8.15038,9.29725,6.23291,4.67141,4.25703,8.77196,9.09098,5.48648,9.5398,0
9.75471,7.3113899999999985,8.44947,8.560260000000001,7.7810000000000015,8.5142,8.96455,8.405560000000001,9.38816,3.99678,5.98105,7.97866,10.1287,7.45968,6.60681,5.38438,5.83743,7.60018,6.17352,10.0032,0
10.678,7.49308,8.51026,7.717289999999998,9.24563,7.14479,10.2342,8.55856,7.4031,4.28172,7.336189999999998,9.23552,6.28169,4.7771300000000005,6.06429,5.54296,8.79004,8.667910000000001,6.39614,8.026,0
10.512,7.14357,9.19033,8.43535,9.04332,6.946039999999999,11.6224,8.8503,8.4693,3.93395,7.06158,9.15564,7.76722,4.86808,5.88746,4.96413,9.19722,9.01932,6.19481,9.90537,0
1828.1779860071601,1125.8983373221402,7807.096182211659,1263.99479755926,1413.01420897551,827.7422424440759,4753.82265055486,5344.2228022547,154.561416714026,2.09882122407302,8170.720690120941,2282.37647925324,3847.7722001952093,3824.17264649332,427.095088835151,542.263942323066,7583.15666725875,2753.21202329654,387.357559385433,3175.56364037977,0
10.1076,6.745710000000001,8.65227,8.29613,8.41611,7.05041,10.3103,8.94915,9.17186,3.94755,6.947310000000001,8.31462,9.88935,6.89993,5.90719,4.63811,7.1615,8.44703,5.79214,10.0094,0
10.6309,6.9226,7.6157,8.15364,10.300999999999998,6.82361,11.4502,8.44852,7.891610000000001,4.17655,6.6040100000000015,9.47885,8.38976,5.37822,6.27109,5.470269999999998,8.68264,9.18386,6.12289,8.45146,0
7.93317,6.1006800000000005,8.66924,8.76788,8.6552,6.48464,10.171,8.79872,8.69813,4.48431,9.37091,9.19325,8.651539999999999,6.13815,6.13365,4.647,7.10497,8.18012,5.37045,10.9554,0
9.73574,6.63695,8.588410000000001,8.11257,11.2151,6.4603,9.47365,8.06377,8.49836,3.93871,7.35226,8.78275,8.02626,5.50251,5.59657,4.67681,9.28753,8.84298,5.61656,9.29854,0
10.1592,6.4483,8.36783,8.48992,10.9174,7.04398,10.4038,8.64145,9.18505,4.16931,6.94446,8.42897,9.50882,7.08338,6.13357,4.4903900000000005,7.58385,8.310089999999999,6.10927,10.0475,0
9.71515,6.50547,7.46805,8.019810000000001,11.263,5.62678,9.08912,8.00987,8.88627,3.5597300000000005,6.4783,7.15763,9.49334,4.55054,5.48612,4.44041,6.84997,8.52432,5.12977,8.678980000000001,1
9.88314,6.93337,7.6234,8.05719,11.652,7.68717,10.5156,7.89572,9.39445,4.1835900000000015,7.961760000000001,7.63638,9.92737,5.82613,6.24217,5.30408,8.41775,7.4550100000000015,5.89291,9.66414,0
10.1635,6.746339999999999,8.528830000000001,8.65573,10.8783,6.7740100000000005,10.5028,8.70792,9.22548,4.05583,6.996689999999999,8.30861,9.69091,6.84058,5.49512,4.68869,6.6021899999999984,8.33872,6.19032,10.0736,0
10.8181,7.21736,9.82504,8.37776,7.9396,7.13007,12.0785,9.49042,7.13618,4.19153,7.244460000000001,9.47764,6.986089999999999,5.22066,5.40254,5.00151,9.78838,8.57208,5.98991,9.0058,0
9.90652,7.1829,7.76018,8.60928,9.87436,7.1485699999999985,9.68673,8.409880000000001,9.32703,4.136419999999998,8.44553,7.93832,9.87778,6.00059,6.40618,4.68365,7.44303,7.23545,5.7055,9.925,0
9.95627,7.14934,8.3586,8.770430000000001,7.212339999999998,8.61622,9.88546,8.64746,9.05759,4.05981,7.27014,8.76042,8.53733,6.43211,6.84231,5.02707,8.98048,8.34559,5.8114,9.89069,0
10.759,7.571110000000001,6.57889,8.34929,9.63136,6.654889999999999,11.3216,8.42946,7.54011,4.35701,6.573360000000001,8.8782,7.788489999999999,5.1577199999999985,6.773910000000001,5.52893,7.93173,8.42337,6.377680000000002,7.928160000000001,0
10.0451,6.6753800000000005,8.87365,8.42181,10.8079,6.81358,10.491,8.87093,8.84807,4.0183300000000015,7.353910000000001,8.71217,9.67926,7.28717,5.74812,4.50442,7.3235,8.62438,6.04996,10.3242,0
10.2891,6.17698,8.42994,7.604419999999998,9.01534,6.584039999999999,10.8936,8.558710000000001,7.812760000000001,4.34422,7.64532,9.85204,8.58986,8.35936,5.733,5.34206,8.22747,8.50025,6.19834,10.4671,0
9.50667,6.13704,7.241739999999999,7.68388,12.4871,6.22109,8.70041,7.6632,8.69937,3.59745,6.42401,7.256869999999998,9.46936,4.05826,5.08748,4.71185,7.87995,8.59263,5.1332,8.698039999999999,1
10.1991,6.81775,8.821819999999997,8.7305,10.0922,7.0905,10.1441,8.682,9.13876,4.35181,6.804010000000001,8.588610000000001,9.40063,7.1784,5.76933,5.03112,7.89575,8.37962,5.85715,10.0698,0
10.4303,7.1296300000000015,9.24205,8.46001,9.46576,6.5800800000000015,10.5632,8.40191,8.866060000000003,4.17342,7.15782,8.17382,8.80176,5.23937,6.02141,4.64567,5.84063,9.46846,5.87336,9.22496,0
10.1977,6.715960000000001,8.5677,8.47509,10.5974,6.96161,10.9888,8.531889999999999,8.98478,4.00782,6.9489,8.22655,9.72861,6.75285,6.04014,4.61935,6.9134699999999984,8.46827,5.9704,10.0566,0
10.4503,7.131010000000002,8.18205,8.03454,11.0683,6.624339999999999,11.845,8.58105,7.84932,4.31421,6.4371,9.33174,8.39245,5.20081,6.15846,5.36068,8.15893,9.31573,5.94163,8.13868,0
9.47605,6.211130000000002,7.23902,8.24359,10.2907,6.45025,7.965689999999999,8.11164,9.37835,4.63625,8.03037,4.92585,8.62214,5.59072,6.50168,4.7693900000000005,6.21718,6.62798,5.98309,9.3557,0
10.331,6.936489999999999,8.42047,8.48825,10.8081,6.79091,10.3325,8.94063,9.3386,4.11596,6.775930000000002,7.956760000000001,9.95012,6.766560000000001,5.84905,5.02631,6.44057,7.8929,6.12369,9.82341,0
10.5726,6.59565,8.372110000000001,8.319519999999999,9.79971,6.74105,11.7881,8.53598,7.94417,4.4090099999999985,6.52692,9.45724,8.32169,4.74183,6.4875099999999986,5.49233,7.9919699999999985,8.66958,6.05363,8.59489,0
10.1255,6.57636,8.06317,8.621369999999999,10.1687,6.759060000000002,10.1617,8.64433,9.22215,3.82626,6.92195,8.08543,9.81488,7.035239999999999,5.44497,4.83455,6.69075,8.29914,5.82001,9.8221,0
10.4425,6.214169999999998,7.9779,8.36559,9.16523,6.60332,11.3133,8.50644,8.01063,4.18574,6.5777,9.30529,8.166,4.87638,5.60657,5.11751,8.58473,9.26682,5.4194900000000015,8.73615,0
9.38232,6.86998,8.88739,7.9165,12.8531,6.58523,9.302,8.04875,8.89524,3.44266,6.93562,8.84184,9.19535,5.64326,6.04686,4.24209,7.15932,9.02079,5.66005,9.1623,0
10.4036,6.715319999999998,7.655710000000001,8.02397,10.2049,6.96333,12.4079,8.741660000000001,7.55575,4.24937,5.7068900000000005,10.5151,8.452069999999999,5.20054,6.34874,4.8803800000000015,8.698,8.93003,5.99012,8.16577,0
10.1924,7.90065,9.12169,9.98662,7.83462,8.54239,7.46183,7.875560000000001,9.09844,4.99983,7.6329699999999985,8.51578,7.88725,5.7135,7.247330000000002,5.12871,6.59557,8.2895,6.19016,10.897,0
9.96369,7.39405,9.62593,8.44945,7.4211,8.58157,9.70966,8.917489999999997,9.66827,3.94738,7.459230000000002,8.81742,9.17727,6.53335,6.81458,5.09879,8.589360000000001,8.4632,6.17915,10.2249,0
10.1174,6.7741,8.22917,7.91328,11.939,7.08736,10.7462,7.657660000000001,9.00569,4.02809,6.10545,8.32119,8.638060000000001,5.15607,5.36618,4.49713,8.41414,9.10897,5.78646,9.19843,0
9.70742,6.72394,7.13064,7.944210000000001,12.6293,5.278569999999998,9.10824,7.59227,8.925989999999997,3.37526,6.896539999999999,5.94374,9.96056,4.63327,5.2627,4.16739,6.82866,9.23246,5.27572,8.609860000000001,1
10.5233,6.5754800000000015,8.89012,8.04454,8.77057,6.50902,11.2025,8.79348,8.64792,3.98245,6.82647,9.42308,8.35851,4.8133300000000006,5.91836,5.0467,8.89573,9.09414,5.88518,9.90152,0
10.1325,6.97337,9.41517,8.035169999999999,9.7549,6.84845,11.0992,8.49668,8.27931,4.10935,7.09488,7.80041,8.015039999999999,6.11165,5.95095,5.0300400000000005,7.019139999999998,9.09769,6.18074,9.46536,0
10.5814756120327,7.90615738227823,7.35488300686468,8.58412895193719,7.83423589614546,7.08118892710823,9.191945171863619,11.486495263500302,9.3068950811705,6.602041032306019,8.346238638104191,7.4426426301448,8.87609639186961,8.451139244952461,7.07513681540966,5.81780105682569,6.49778184747929,5.422595059375071,6.734875594095991,9.20165417232395,0
9.97421,7.2120000000000015,8.92671,8.27693,9.75741,8.21086,9.85262,7.8742899999999985,9.05794,3.81391,6.18476,7.73957,9.32989,6.6669100000000014,6.45317,5.0657,5.3708300000000015,8.88163,5.7306599999999985,9.98718,0
10.3899,6.31456,9.53606,8.47077,7.5068,6.73085,11.9958,8.64536,8.40323,4.1732,7.2216,10.0234,8.34876,5.1902599999999985,5.84394,5.22135,9.16191,9.44673,5.68257,9.70594,0
10.094,6.83764,8.914489999999997,8.17966,10.2084,5.6786699999999986,11.0889,8.35388,7.72992,4.51725,6.70481,7.31825,8.643360000000001,5.6463800000000015,5.3873,5.2305199999999985,6.11735,8.52467,6.06246,9.29821,0
8.07932,6.11272,8.35028,8.72725,8.53715,6.1656900000000014,10.1877,8.11472,8.63974,4.3715,9.69972,8.71665,8.54368,5.93953,5.40692,4.1919,6.6547399999999985,8.20871,5.9790199999999984,10.6039,0
10.0335,6.02843,9.35086,7.92893,7.35274,6.72756,11.0362,9.05202,7.111280000000002,5.05441,7.72947,10.2484,8.23022,9.80742,5.54523,4.82754,7.77836,8.2398,5.82645,10.2038,0
10.7516,6.84002,8.718589999999999,8.234960000000001,11.0195,6.7145899999999985,12.0382,8.36931,8.03082,4.165030000000002,6.4454699999999985,9.79156,8.82291,4.46694,5.88952,5.1642800000000015,7.94292,9.3961,5.8558,8.88952,0
8.78815,6.27574,5.70599,7.18329,11.4922,6.79427,8.07824,7.2853,7.353910000000001,4.7811,6.00885,5.75506,9.06646,4.321269999999998,5.85428,4.37344,5.2356300000000005,6.13058,5.97104,7.197660000000001,1
10.3742,6.76172,8.33929,8.014389999999999,9.7436,8.68094,11.6337,8.49225,7.75595,4.15848,6.32791,9.07895,9.16509,5.27385,6.18812,4.55912,8.89373,9.40434,5.77934,9.26481,0
9.30806,7.90503,8.24359,7.24459,7.31761,6.78149,9.87025,8.23739,9.11761,4.50075,6.3787699999999985,7.95948,9.62123,5.19586,6.3913400000000005,5.21927,6.9272,4.4004900000000005,6.28346,7.09415,0
9.83766,7.09998,7.12604,7.73256,7.30995,7.3479199999999985,10.013,8.71699,8.76068,4.53484,5.72735,7.3543699999999985,8.96766,4.75054,7.0670199999999985,5.44464,6.73503,7.877160000000001,6.30799,6.679760000000001,0
9.90436,7.25559,8.128969999999999,7.68636,9.97826,7.599539999999998,9.92297,8.42344,9.43338,4.11336,8.216239999999999,8.47635,10.023,5.56217,5.91185,5.11977,7.49693,7.4559,6.02571,9.67655,0
10.2661,7.10928,9.51227,7.86797,8.18268,5.89193,9.98632,8.59249,8.72992,4.45118,6.57567,9.20327,8.744530000000001,5.49826,6.24354,4.86037,7.49362,8.98555,6.05509,9.26248,0
10.585,6.72107,8.27564,8.7764,8.879589999999997,6.55576,11.4591,8.60405,8.32212,4.58907,6.2725300000000015,9.70664,8.41463,4.87151,5.80828,4.71424,9.44827,9.34862,5.51233,8.86195,0
9.57873,6.22046,6.10548,7.55205,11.7782,6.1430099999999985,8.42568,7.213889999999999,9.0184,3.8271,6.01985,7.926260000000001,8.41242,4.50961,4.8476599999999985,4.13819,7.01922,8.60234,5.03496,8.49264,1
9.57475,6.51305,6.49656,7.49368,10.2916,7.59855,9.92074,7.73647,8.571110000000001,4.12377,6.51312,7.7237,9.34647,5.52402,5.7888,5.02388,9.47254,8.802760000000003,5.42881,9.05481,0
10.1068,7.08012,8.90726,8.346110000000001,8.19545,8.30023,9.82938,8.10765,9.41775,3.4106400000000003,6.07905,8.28915,9.74676,5.99532,6.08493,5.46292,6.5372,8.144060000000001,5.78547,9.64713,0
10.1162,6.5602399999999985,8.61613,8.65368,11.1144,6.93633,10.9679,8.70256,9.10852,4.105169999999998,7.0202800000000005,8.20752,9.62981,7.32252,6.25874,4.9848,6.74459,8.36116,5.93682,9.87553,0
7.996010000000001,5.9,8.006160000000001,8.83094,9.20113,6.36745,10.0533,7.9581300000000015,8.656360000000001,3.96209,9.70197,8.59717,8.64195,5.88916,5.77595,4.6529300000000005,7.1593300000000015,8.57808,5.96258,10.7711,0
10.0765631538662,8.23531685728298,6.46720102241727,8.0079968171663,4.80504223954772,8.89145737609652,9.19582191315244,9.71543056199362,9.51409148047373,6.77163323345976,6.93811462939526,6.451487896588191,7.25792802107715,7.95458643116178,6.7742240107931515,6.023951066248031,7.43575058243251,5.942157189731669,6.3619402327007695,10.042502855192302,0
9.93013,6.91258,9.36089,8.24665,9.5062,7.8749,10.5737,8.616710000000001,9.0335,4.25508,6.889539999999998,8.359010000000001,9.34716,7.4799,5.9809,4.8185400000000005,7.1629999999999985,8.263060000000001,5.83868,9.99905,0
10.6159,7.43843,9.18758,8.385060000000001,7.77119,8.777610000000001,9.47098,9.29786,9.78887,4.14096,6.8872,5.45029,6.1615400000000005,6.26202,6.99132,5.69833,6.77838,5.5060699999999985,6.553610000000001,9.31552,0
9.90474,6.5268,9.52568,8.3927,9.81944,7.553160000000001,10.4657,8.58285,8.99348,4.06163,6.948460000000002,8.38278,9.11596,7.374789999999999,5.57178,4.73144,7.7152699999999985,8.340010000000001,5.84703,10.1024,0
315.08489296446703,534.908425575234,11406.7641537709,1105.63370101961,217.571328463032,324.922744361988,1287.75553119296,1980.2063576934304,10.625139014518199,14.2338637018764,3165.4096258887603,5508.22263881241,5316.787474531378,14901.899579833,131.018620984596,208.12723071834998,19895.565753813,3412.92692237013,164.261268680359,5620.177747922839,0
9.66561,6.54194,6.6463,8.19726,12.083,5.83872,9.13323,7.530989999999999,9.29974,3.51285,6.7941600000000015,5.8547,10.1334,4.61759,4.96445,4.02003,7.19309,8.90259,4.576230000000002,8.38495,1
10.3732,6.9508100000000015,8.48073,8.4696,9.82784,6.27565,10.3389,7.97681,8.89195,3.91217,7.309989999999999,8.10247,8.56302,5.61141,5.76941,5.05315,5.56668,8.756089999999999,6.03656,8.65965,0
10.2247,6.79794,9.04459,8.847560000000003,10.5484,6.83432,10.002,8.80245,9.28493,4.01587,7.083310000000001,8.45163,9.54297,7.350989999999999,6.2320400000000005,4.70092,7.49783,8.49949,6.11131,10.0488,0
10.0436,7.18773,7.7762,8.18693,10.859000000000002,7.379460000000001,10.2625,8.28347,9.15141,4.2508599999999985,8.12449,8.54623,9.30828,6.33237,6.4142800000000015,5.0726,8.27647,7.794389999999999,6.24793,9.95727,0
10.313,6.531619999999998,8.90745,7.90389,11.875,6.5643,10.1522,7.8279,8.650780000000001,4.10655,6.51035,8.57441,8.840010000000003,4.6749,5.28646,3.748180000000001,8.90516,9.24456,5.818,9.25598,0
10.0611,6.9759699999999984,8.0957,8.50967,10.788,7.24673,10.5735,8.55141,9.2043,4.04561,6.43027,8.0252,9.69916,6.618530000000002,5.71339,4.9481199999999985,6.83096,8.38241,5.780880000000002,9.78156,0
9.53234,6.51874,6.30636,7.94673,12.5874,6.3876800000000005,9.45779,7.28463,8.92627,3.17031,6.38098,6.5558,9.66343,4.36435,5.63532,3.95017,7.5967,8.9435,5.085369999999998,7.98296,1
